Time,Level,Category,Message,Raw Data
"Jan 05, 12:51:26.446","INFO","voice","ElevenLabs WebSocket opened","{""category"":""voice"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""elevenlabs"",""voiceId"":""dN8hviqdNrAsEcL57yFj"",""websocketIndex"":0}"
"Jan 05, 12:51:26.446","INFO","voice","ElevenLabs BOS message sent","{""category"":""voice"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""elevenlabs"",""voiceId"":""dN8hviqdNrAsEcL57yFj"",""voiceSettings"":{},""pronunciationDictionaries"":0,""websocketIndex"":0}"
"Jan 05, 12:51:26.448","INFO","voice","ElevenLabs WebSocket upgrade with trace ID","{""category"":""voice"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""elevenlabs"",""voiceId"":""dN8hviqdNrAsEcL57yFj"",""traceId"":""50cb444d2f6ddc223b9429d5d29a93ba"",""websocketIndex"":1}"
"Jan 05, 12:51:26.448","INFO","voice","ElevenLabs WebSocket opened","{""category"":""voice"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""elevenlabs"",""voiceId"":""dN8hviqdNrAsEcL57yFj"",""websocketIndex"":1}"
"Jan 05, 12:51:26.448","INFO","voice","ElevenLabs BOS message sent","{""category"":""voice"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""elevenlabs"",""voiceId"":""dN8hviqdNrAsEcL57yFj"",""voiceSettings"":{},""pronunciationDictionaries"":0,""websocketIndex"":1}"
"Jan 05, 12:51:37.502","INFO","voice","Voice input","{""category"":""voice"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""text"":""Hi there! This is Sarah from the scheduling team. I can help you book a time for meeting. Do you have a specific day in mind?""}"
"Jan 05, 12:51:37.565","INFO","transcriber","Deepgram Flux first message received","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""model"":""flux-general-en"",""message"":{""type"":""TurnInfo"",""request_id"":""55655b31-de63-4ff3-a973-273b9deb9198"",""event"":""Update"",""turn_index"":0,""audio_window_start"":0,""audio_window_end"":0.24,""transcript"":"""",""words"":[],""end_of_turn_confidence"":0.5088,""sequence_id"":1},""latencyMs"":11155}"
"Jan 05, 12:51:37.583","INFO","transcriber","Deepgram Flux first message received","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""model"":""flux-general-en"",""message"":{""type"":""TurnInfo"",""request_id"":""3bcb10cd-af76-4302-8d3c-a07bb525af9e"",""event"":""Update"",""turn_index"":0,""audio_window_start"":0,""audio_window_end"":0.24,""transcript"":"""",""words"":[],""end_of_turn_confidence"":0.2649,""sequence_id"":1},""latencyMs"":11174}"
"Jan 05, 12:51:38.300","INFO","transcriber","StartOfTurn","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""model"":""flux-general-en"",""message"":""{\n  \""type\"": \""TurnInfo\"",\n  \""request_id\"": \""3bcb10cd-af76-4302-8d3c-a07bb525af9e\"",\n  \""event\"": \""StartOfTurn\"",\n  \""turn_index\"": 0,\n  \""audio_window_start\"": 0,\n  \""audio_window_end\"": 1.44,\n  \""transcript\"": \""Hi.\"",\n  \""words\"": [{\""word\"": \""Hi.\"", \""confidence\"": 0.978}],\n  \""end_of_turn_confidence\"": 0.0327,\n  \""sequence_id\"": 6\n}""}"
"Jan 05, 12:51:38.301","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""assistant"",""transcript"":""Hi."",""confidence"":0.978,""numWords"":1,""duration"":0,""latency"":10452}"
"Jan 05, 12:51:39.017","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""assistant"",""transcript"":""Hi there. This is"",""confidence"":0.9995,""numWords"":4,""duration"":717,""latency"":10449}"
"Jan 05, 12:51:39.484","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""assistant"",""transcript"":""Hi there. This is Sarah from"",""confidence"":0.99975,""numWords"":6,""duration"":1183,""latency"":10435}"
"Jan 05, 12:51:39.952","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""assistant"",""transcript"":""Hi there. This is Sarah from the scheduling"",""confidence"":0.99975,""numWords"":8,""duration"":1651,""latency"":10423}"
"Jan 05, 12:51:40.912","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""assistant"",""transcript"":""Hi there. This is Sarah from the scheduling team. I can"",""confidence"":1,""numWords"":11,""duration"":2611,""latency"":10423}"
"Jan 05, 12:51:41.183","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""assistant"",""transcript"":""Hi there. This is Sarah from the scheduling team. I can help you"",""confidence"":1,""numWords"":13,""duration"":2882,""latency"":10454}"
"Jan 05, 12:51:41.336","INFO","voice","ElevenLabs WebSocket connecting","{""category"":""voice"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""elevenlabs"",""voiceId"":""dN8hviqdNrAsEcL57yFj"",""model"":""eleven_turbo_v2_5"",""sampleRate"":44100,""optimizeStreamingLatency"":3,""enableSsmlParsing"":true,""websocketIndex"":2}"
"Jan 05, 12:51:41.337","INFO","voice","ElevenLabs WebSocket connecting","{""category"":""voice"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""elevenlabs"",""voiceId"":""dN8hviqdNrAsEcL57yFj"",""model"":""eleven_turbo_v2_5"",""sampleRate"":44100,""optimizeStreamingLatency"":3,""enableSsmlParsing"":true,""websocketIndex"":3}"
"Jan 05, 12:51:41.381","INFO","voice","ElevenLabs WebSocket closed","{""category"":""voice"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""elevenlabs"",""voiceId"":""dN8hviqdNrAsEcL57yFj"",""websocketIndex"":0}"
"Jan 05, 12:51:41.381","INFO","voice","ElevenLabs WebSocket closed","{""category"":""voice"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""elevenlabs"",""voiceId"":""dN8hviqdNrAsEcL57yFj"",""websocketIndex"":1}"
"Jan 05, 12:51:41.396","INFO","voice","ElevenLabs WebSocket upgrade with trace ID","{""category"":""voice"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""elevenlabs"",""voiceId"":""dN8hviqdNrAsEcL57yFj"",""traceId"":""5080376fcb5cd91350f7d4cce9c5dd70"",""websocketIndex"":2}"
"Jan 05, 12:51:41.396","INFO","voice","ElevenLabs WebSocket opened","{""category"":""voice"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""elevenlabs"",""voiceId"":""dN8hviqdNrAsEcL57yFj"",""websocketIndex"":2}"
"Jan 05, 12:51:41.396","INFO","voice","ElevenLabs BOS message sent","{""category"":""voice"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""elevenlabs"",""voiceId"":""dN8hviqdNrAsEcL57yFj"",""voiceSettings"":{},""pronunciationDictionaries"":0,""websocketIndex"":2}"
"Jan 05, 12:51:41.398","INFO","voice","ElevenLabs WebSocket upgrade with trace ID","{""category"":""voice"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""elevenlabs"",""voiceId"":""dN8hviqdNrAsEcL57yFj"",""traceId"":""5497287cc8d3cd1059f5092b0138f0da"",""websocketIndex"":3}"
"Jan 05, 12:51:41.398","INFO","voice","ElevenLabs WebSocket opened","{""category"":""voice"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""elevenlabs"",""voiceId"":""dN8hviqdNrAsEcL57yFj"",""websocketIndex"":3}"
"Jan 05, 12:51:41.398","INFO","voice","ElevenLabs BOS message sent","{""category"":""voice"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""elevenlabs"",""voiceId"":""dN8hviqdNrAsEcL57yFj"",""voiceSettings"":{},""pronunciationDictionaries"":0,""websocketIndex"":3}"
"Jan 05, 12:51:41.630","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""assistant"",""transcript"":""Hi there. This is Sarah from the scheduling team. I can help you book a"",""confidence"":1,""numWords"":15,""duration"":3329,""latency"":10421}"
"Jan 05, 12:51:42.133","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""assistant"",""transcript"":""Hi there. This is Sarah from the scheduling team. I can help you book a time for"",""confidence"":1,""numWords"":17,""duration"":3832,""latency"":10444}"
"Jan 05, 12:51:42.620","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""assistant"",""transcript"":""Hi there. This is Sarah from the scheduling team. I can help you book a time for a meeting"",""confidence"":1,""numWords"":19,""duration"":4319,""latency"":10451}"
"Jan 05, 12:51:43.337","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""assistant"",""transcript"":""Hi there. This is Sarah from the scheduling team. I can help you book a time for a meeting. Do you"",""confidence"":1,""numWords"":21,""duration"":5037,""latency"":10449}"
"Jan 05, 12:51:43.785","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""assistant"",""transcript"":""Hi there. This is Sarah from the scheduling team. I can help you book a time for a meeting. Do you have a"",""confidence"":1,""numWords"":23,""duration"":5484,""latency"":10416}"
"Jan 05, 12:51:44.272","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""assistant"",""transcript"":""Hi there. This is Sarah from the scheduling team. I can help you book a time for a meeting. Do you have a specific day"",""confidence"":1,""numWords"":25,""duration"":5971,""latency"":10423}"
"Jan 05, 12:51:44.775","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""assistant"",""transcript"":""Hi there. This is Sarah from the scheduling team. I can help you book a time for a meeting. Do you have a specific day in mind?"",""confidence"":1,""numWords"":27,""duration"":6474,""latency"":10446}"
"Jan 05, 12:51:44.957","INFO","transcriber","EndOfTurn","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""model"":""flux-general-en"",""message"":""{\n  \""type\"": \""TurnInfo\"",\n  \""request_id\"": \""3bcb10cd-af76-4302-8d3c-a07bb525af9e\"",\n  \""event\"": \""EndOfTurn\"",\n  \""turn_index\"": 0,\n  \""audio_window_start\"": 0,\n  \""audio_window_end\"": 8.08,\n  \""transcript\"": \""Hi there. This is Sarah from the scheduling team. I can help you book a time for a meeting. Do you have a specific day in mind?\"",\n  \""words\"": [\n    {\""word\"": \""Hi\"", \""confidence\"": 1},\n    {\""word\"": \""there.\"", \""confidence\"": 1},\n    {\""word\"": \""This\"", \""confidence\"": 0.9995},\n    {\""word\"": \""is\"", \""confidence\"": 1},\n    {\""word\"": \""Sarah\"", \""confidence\"": 0.9619},\n    {\""word\"": \""from\"", \""confidence\"": 1},\n    {\""word\"": \""the\"", \""confidence\"": 1},\n    {\""word\"": \""scheduling\"", \""confidence\"": 1},\n    {\""word\"": \""team.\"", \""confidence\"": 1},\n    {\""word\"": \""I\"", \""confidence\"": 1},\n    {\""word\"": \""can\"", \""confidence\"": 1},\n    {\""word\"": \""help\"", \""confidence\"": 1},\n    {\""word\"": \""you\"", \""confidence\"": 1},\n    {\""word\"": \""book\"", \""confidence\"": 1},\n    {\""word\"": \""a\"", \""confidence\"": 1},\n    {\""word\"": \""time\"", \""confidence\"": 1},\n    {\""word\"": \""for\"", \""confidence\"": 1},\n    {\""word\"": \""a\"", \""confidence\"": 0.9995},\n    {\""word\"": \""meeting.\"", \""confidence\"": 1},\n    {\""word\"": \""Do\"", \""confidence\"": 1},\n    {\""word\"": \""you\"", \""confidence\"": 1},\n    {\""word\"": \""have\"", \""confidence\"": 1},\n    {\""word\"": \""a\"", \""confidence\"": 1},\n    {\""word\"": \""specific\"", \""confidence\"": 1},\n    {\""word\"": \""day\"", \""confidence\"": 1},\n    {\""word\"": \""in\"", \""confidence\"": 1},\n    {\""word\"": \""mind?\"", \""confidence\"": 1}\n  ],\n  \""end_of_turn_confidence\"": 0.9644,\n  \""sequence_id\"": 35\n}""}"
"Jan 05, 12:51:44.958","INFO","transcriber","Deepgram flux final transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""assistant"",""transcript"":""Hi there. This is Sarah from the scheduling team. I can help you book a time for a meeting. Do you have a specific day in mind?"",""confidence"":1,""numWords"":27,""duration"":6657,""latency"":10469}"
"Jan 05, 12:51:45.937","INFO","transcriber","StartOfTurn","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""model"":""flux-general-en"",""message"":""{\n  \""type\"": \""TurnInfo\"",\n  \""request_id\"": \""55655b31-de63-4ff3-a973-273b9deb9198\"",\n  \""event\"": \""StartOfTurn\"",\n  \""turn_index\"": 0,\n  \""audio_window_start\"": 0,\n  \""audio_window_end\"": 9.12,\n  \""transcript\"": \""Yes.\"",\n  \""words\"": [{\""word\"": \""Yes.\"", \""confidence\"": 0.9204}],\n  \""end_of_turn_confidence\"": 0.1334,\n  \""sequence_id\"": 42\n}""}"
"Jan 05, 12:51:45.937","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""user"",""transcript"":""Yes."",""confidence"":0.9204,""numWords"":1,""duration"":0,""latency"":10407}"
"Jan 05, 12:51:45.937","INFO","system","New turn started","{""category"":""system"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""turnStartTime"":""2026-01-05T07:21:45.938Z""}"
"Jan 05, 12:51:46.699","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""user"",""transcript"":""Yep. Can you"",""confidence"":1,""numWords"":3,""duration"":762,""latency"":10449}"
"Jan 05, 12:51:46.700","INFO","system","New turn started","{""category"":""system"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""turnStartTime"":""2026-01-05T07:21:46.700Z""}"
"Jan 05, 12:51:47.142","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""user"",""transcript"":""Yep. Can you book a"",""confidence"":1,""numWords"":5,""duration"":1205,""latency"":10412}"
"Jan 05, 12:51:47.142","INFO","system","New turn started","{""category"":""system"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""turnStartTime"":""2026-01-05T07:21:47.142Z""}"
"Jan 05, 12:51:47.660","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""user"",""transcript"":""Yep. Can you book a slot for"",""confidence"":1,""numWords"":7,""duration"":1723,""latency"":10450}"
"Jan 05, 12:51:47.661","INFO","system","New turn started","{""category"":""system"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""turnStartTime"":""2026-01-05T07:21:47.661Z""}"
"Jan 05, 12:51:48.374","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""user"",""transcript"":""Yep. Can you book a slot for sixth January"",""confidence"":1,""numWords"":9,""duration"":2437,""latency"":10444}"
"Jan 05, 12:51:48.375","INFO","system","New turn started","{""category"":""system"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""turnStartTime"":""2026-01-05T07:21:48.375Z""}"
"Jan 05, 12:51:49.065","INFO","transcriber","Deepgram flux partial transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""user"",""transcript"":""Yep. Can you book a slot for sixth January ten AM"",""confidence"":1,""numWords"":11,""duration"":3128,""latency"":10415}"
"Jan 05, 12:51:49.065","INFO","system","New turn started","{""category"":""system"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""turnStartTime"":""2026-01-05T07:21:49.066Z""}"
"Jan 05, 12:51:49.604","INFO","transcriber","EndOfTurn","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""model"":""flux-general-en"",""message"":""{\n  \""type\"": \""TurnInfo\"",\n  \""request_id\"": \""55655b31-de63-4ff3-a973-273b9deb9198\"",\n  \""event\"": \""EndOfTurn\"",\n  \""turn_index\"": 0,\n  \""audio_window_start\"": 0,\n  \""audio_window_end\"": 12.72,\n  \""transcript\"": \""Yep. Can you book a slot for sixth January, ten AM?\"",\n  \""words\"": [\n    {\""word\"": \""Yep.\"", \""confidence\"": 1},\n    {\""word\"": \""Can\"", \""confidence\"": 1},\n    {\""word\"": \""you\"", \""confidence\"": 1},\n    {\""word\"": \""book\"", \""confidence\"": 1},\n    {\""word\"": \""a\"", \""confidence\"": 1},\n    {\""word\"": \""slot\"", \""confidence\"": 1},\n    {\""word\"": \""for\"", \""confidence\"": 1},\n    {\""word\"": \""sixth\"", \""confidence\"": 0.9756},\n    {\""word\"": \""January,\"", \""confidence\"": 0.9995},\n    {\""word\"": \""ten\"", \""confidence\"": 1},\n    {\""word\"": \""AM?\"", \""confidence\"": 1}\n  ],\n  \""end_of_turn_confidence\"": 0.8813,\n  \""sequence_id\"": 60\n}""}"
"Jan 05, 12:51:49.604","INFO","transcriber","Deepgram flux final transcript","{""category"":""transcriber"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""provider"":""deepgram"",""channel"":""user"",""transcript"":""Yep. Can you book a slot for sixth January, ten AM?"",""confidence"":1,""numWords"":11,""duration"":3667,""latency"":10474}"
"Jan 05, 12:51:49.605","INFO","system","New turn started","{""category"":""system"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6"",""turnStartTime"":""2026-01-05T07:21:49.605Z""}"
"Jan 05, 12:51:49.605","INFO","endpointing","Transcriber detected EOT.","{""category"":""endpointing"",""callId"":""019b8d08-3b0f-7883-b3fb-4d2974f85082"",""orgId"":""dd220687-e8ce-4b26-9b2c-16051b9f47a6""}"
